T_heat_setpoint,T_cool_setpoint,OAT (Kelvin),OAT (deg C)
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.35,27.2
15,20,300.3416667,27.19166667
15,20,300.3333333,27.18333333
15,20,300.325,27.175
15,20,300.3166667,27.16666667
15,20,300.3083333,27.15833333
15,20,300.3,27.15
15,20,300.2916667,27.14166667
15,20,300.2833333,27.13333333
15,20,300.275,27.125
15,20,300.2666667,27.11666667
15,20,300.2583333,27.10833333
15,20,300.25,27.1
15,20,300.2416667,27.09166667
15,20,300.2333333,27.08333333
15,20,300.225,27.075
15,20,300.2166667,27.06666667
15,20,300.2083333,27.05833333
15,20,300.2,27.05
15,20,300.1916667,27.04166667
15,20,300.1833333,27.03333333
15,20,300.175,27.025
15,20,300.1666667,27.01666667
15,20,300.1583333,27.00833333
15,20,300.15,27
15,20,300.1416667,26.99166667
15,20,300.1333333,26.98333333
15,20,300.125,26.975
15,20,300.1166667,26.96666667
15,20,300.1083333,26.95833333
15,20,300.1,26.95
15,20,300.0916667,26.94166667
15,20,300.0833333,26.93333333
15,20,300.075,26.925
15,20,300.0666667,26.91666667
15,20,300.0583333,26.90833333
15,20,300.05,26.9
15,20,300.0416667,26.89166667
15,20,300.0333333,26.88333333
15,20,300.025,26.875
15,20,300.0166667,26.86666667
15,20,300.0083333,26.85833333
15,20,300,26.85
15,20,299.9916667,26.84166667
15,20,299.9833333,26.83333333
15,20,299.975,26.825
15,20,299.9666667,26.81666667
15,20,299.9583333,26.80833333
15,20,299.95,26.8
15,20,299.9416667,26.79166667
15,20,299.9333333,26.78333333
15,20,299.925,26.775
15,20,299.9166667,26.76666667
15,20,299.9083333,26.75833333
15,20,299.9,26.75
15,20,299.8916667,26.74166667
15,20,299.8833333,26.73333333
15,20,299.875,26.725
15,20,299.8666667,26.71666667
15,20,299.8583333,26.70833333
15,20,299.85,26.7
15,21.5,299.84,26.69
15,21.5,299.83,26.68
15,21.5,299.82,26.67
15,21.5,299.81,26.66
15,21.5,299.8,26.65
15,21.5,299.79,26.64
15,21.5,299.78,26.63
15,21.5,299.77,26.62
15,21.5,299.76,26.61
15,21.5,299.75,26.6
15,21.5,299.74,26.59
15,21.5,299.73,26.58
15,21.5,299.72,26.57
15,21.5,299.71,26.56
15,21.5,299.7,26.55
15,21.5,299.69,26.54
15,21.5,299.68,26.53
15,21.5,299.67,26.52
15,21.5,299.66,26.51
15,21.5,299.65,26.5
15,21.5,299.64,26.49
15,21.5,299.63,26.48
15,21.5,299.62,26.47
15,21.5,299.61,26.46
15,21.5,299.6,26.45
15,21.5,299.59,26.44
15,21.5,299.58,26.43
15,21.5,299.57,26.42
15,21.5,299.56,26.41
15,21.5,299.55,26.4
15,21.5,299.54,26.39
15,21.5,299.53,26.38
15,21.5,299.52,26.37
15,21.5,299.51,26.36
15,21.5,299.5,26.35
15,21.5,299.49,26.34
15,21.5,299.48,26.33
15,21.5,299.47,26.32
15,21.5,299.46,26.31
15,21.5,299.45,26.3
15,21.5,299.44,26.29
15,21.5,299.43,26.28
15,21.5,299.42,26.27
15,21.5,299.41,26.26
15,21.5,299.4,26.25
15,21.5,299.39,26.24
15,21.5,299.38,26.23
15,21.5,299.37,26.22
15,21.5,299.36,26.21
15,21.5,299.35,26.2
15,21.5,299.34,26.19
15,21.5,299.33,26.18
15,21.5,299.32,26.17
15,21.5,299.31,26.16
15,21.5,299.3,26.15
15,21.5,299.29,26.14
15,21.5,299.28,26.13
15,21.5,299.27,26.12
15,21.5,299.26,26.11
15,21.5,299.25,26.1
15,21.5,299.2416667,26.09166667
15,21.5,299.2333333,26.08333333
15,21.5,299.225,26.075
15,21.5,299.2166667,26.06666667
15,21.5,299.2083333,26.05833333
15,21.5,299.2,26.05
15,21.5,299.1916667,26.04166667
15,21.5,299.1833333,26.03333333
15,21.5,299.175,26.025
15,21.5,299.1666667,26.01666667
15,21.5,299.1583333,26.00833333
15,21.5,299.15,26
15,21.5,299.1416667,25.99166667
15,21.5,299.1333333,25.98333333
15,21.5,299.125,25.975
15,21.5,299.1166667,25.96666667
15,21.5,299.1083333,25.95833333
15,21.5,299.1,25.95
15,21.5,299.0916667,25.94166667
15,21.5,299.0833333,25.93333333
15,21.5,299.075,25.925
15,21.5,299.0666667,25.91666667
15,21.5,299.0583333,25.90833333
15,21.5,299.05,25.9
15,21.5,299.0416667,25.89166667
15,21.5,299.0333333,25.88333333
15,21.5,299.025,25.875
15,21.5,299.0166667,25.86666667
15,21.5,299.0083333,25.85833333
15,21.5,299,25.85
15,21.5,298.9916667,25.84166667
15,21.5,298.9833333,25.83333333
15,21.5,298.975,25.825
15,21.5,298.9666667,25.81666667
15,21.5,298.9583333,25.80833333
15,21.5,298.95,25.8
15,21.5,298.9416667,25.79166667
15,21.5,298.9333333,25.78333333
15,21.5,298.925,25.775
15,21.5,298.9166667,25.76666667
15,21.5,298.9083333,25.75833333
15,21.5,298.9,25.75
15,21.5,298.8916667,25.74166667
15,21.5,298.8833333,25.73333333
15,21.5,298.875,25.725
15,21.5,298.8666667,25.71666667
15,21.5,298.8583333,25.70833333
15,21.5,298.85,25.7
15,21.5,298.8416667,25.69166667
15,21.5,298.8333333,25.68333333
15,21.5,298.825,25.675
15,21.5,298.8166667,25.66666667
15,21.5,298.8083333,25.65833333
15,21.5,298.8,25.65
15,21.5,298.7916667,25.64166667
15,21.5,298.7833333,25.63333333
15,21.5,298.775,25.625
15,21.5,298.7666667,25.61666667
15,21.5,298.7583333,25.60833333
15,21.5,298.75,25.6
15,21.5,298.73,25.58
15,21.5,298.71,25.56
15,21.5,298.69,25.54
15,21.5,298.67,25.52
15,21.5,298.65,25.5
15,21.5,298.63,25.48
15,21.5,298.61,25.46
15,21.5,298.59,25.44
15,21.5,298.57,25.42
15,21.5,298.55,25.4
15,21.5,298.53,25.38
15,21.5,298.51,25.36
15,21.5,298.49,25.34
15,21.5,298.47,25.32
15,21.5,298.45,25.3
15,21.5,298.43,25.28
15,21.5,298.41,25.26
15,21.5,298.39,25.24
15,21.5,298.37,25.22
15,21.5,298.35,25.2
15,21.5,298.33,25.18
15,21.5,298.31,25.16
15,21.5,298.29,25.14
15,21.5,298.27,25.12
15,21.5,298.25,25.1
15,21.5,298.23,25.08
15,21.5,298.21,25.06
15,21.5,298.19,25.04
15,21.5,298.17,25.02
15,21.5,298.15,25
15,21.5,298.13,24.98
15,21.5,298.11,24.96
15,21.5,298.09,24.94
15,21.5,298.07,24.92
15,21.5,298.05,24.9
15,21.5,298.03,24.88
15,21.5,298.01,24.86
15,21.5,297.99,24.84
15,21.5,297.97,24.82
15,21.5,297.95,24.8
15,21.5,297.93,24.78
15,21.5,297.91,24.76
15,21.5,297.89,24.74
15,21.5,297.87,24.72
15,21.5,297.85,24.7
15,21.5,297.83,24.68
15,21.5,297.81,24.66
15,21.5,297.79,24.64
15,21.5,297.77,24.62
15,21.5,297.75,24.6
15,21.5,297.73,24.58
15,21.5,297.71,24.56
15,21.5,297.69,24.54
15,21.5,297.67,24.52
15,21.5,297.65,24.5
15,21.5,297.63,24.48
15,21.5,297.61,24.46
15,21.5,297.59,24.44
15,21.5,297.57,24.42
15,21.5,297.55,24.4
15,23,297.5233333,24.37333333
15,23,297.4966667,24.34666667
15,23,297.47,24.32
15,23,297.4433333,24.29333333
15,23,297.4166667,24.26666667
15,23,297.39,24.24
15,23,297.3633333,24.21333333
15,23,297.3366667,24.18666667
15,23,297.31,24.16
15,23,297.2833333,24.13333333
15,23,297.2566667,24.10666667
15,23,297.23,24.08
15,23,297.2033333,24.05333333
15,23,297.1766667,24.02666667
15,23,297.15,24
15,23,297.1233333,23.97333333
15,23,297.0966667,23.94666667
15,23,297.07,23.92
15,23,297.0433333,23.89333333
15,23,297.0166667,23.86666667
15,23,296.99,23.84
15,23,296.9633333,23.81333333
15,23,296.9366667,23.78666667
15,23,296.91,23.76
15,23,296.8833333,23.73333333
15,23,296.8566667,23.70666667
15,23,296.83,23.68
15,23,296.8033333,23.65333333
15,23,296.7766667,23.62666667
15,23,296.75,23.6
15,23,296.7233333,23.57333333
15,23,296.6966667,23.54666667
15,23,296.67,23.52
15,23,296.6433333,23.49333333
15,23,296.6166667,23.46666667
15,23,296.59,23.44
15,23,296.5633333,23.41333333
15,23,296.5366667,23.38666667
15,23,296.51,23.36
15,23,296.4833333,23.33333333
15,23,296.4566667,23.30666667
15,23,296.43,23.28
15,23,296.4033333,23.25333333
15,23,296.3766667,23.22666667
15,23,296.35,23.2
15,23,296.3233333,23.17333333
15,23,296.2966667,23.14666667
15,23,296.27,23.12
15,23,296.2433333,23.09333333
15,23,296.2166667,23.06666667
15,23,296.19,23.04
15,23,296.1633333,23.01333333
15,23,296.1366667,22.98666667
15,23,296.11,22.96
15,23,296.0833333,22.93333333
15,23,296.0566667,22.90666667
15,23,296.03,22.88
15,23,296.0033333,22.85333333
15,23,295.9766667,22.82666667
15,23,295.95,22.8
15,23,295.9316667,22.78166667
15,23,295.9133333,22.76333333
15,23,295.895,22.745
15,23,295.8766667,22.72666667
15,23,295.8583333,22.70833333
15,23,295.84,22.69
15,23,295.8216667,22.67166667
15,23,295.8033333,22.65333333
15,23,295.785,22.635
15,23,295.7666667,22.61666667
15,23,295.7483333,22.59833333
15,23,295.73,22.58
15,23,295.7116667,22.56166667
15,23,295.6933333,22.54333333
15,23,295.675,22.525
15,23,295.6566667,22.50666667
15,23,295.6383333,22.48833333
15,23,295.62,22.47
15,23,295.6016667,22.45166667
15,23,295.5833333,22.43333333
15,23,295.565,22.415
15,23,295.5466667,22.39666667
15,23,295.5283333,22.37833333
15,23,295.51,22.36
15,23,295.4916667,22.34166667
15,23,295.4733333,22.32333333
15,23,295.455,22.305
15,23,295.4366667,22.28666667
15,23,295.4183333,22.26833333
15,23,295.4,22.25
15,23,295.3816667,22.23166667
15,23,295.3633333,22.21333333
15,23,295.345,22.195
15,23,295.3266667,22.17666667
15,23,295.3083333,22.15833333
15,23,295.29,22.14
15,23,295.2716667,22.12166667
15,23,295.2533333,22.10333333
15,23,295.235,22.085
15,23,295.2166667,22.06666667
15,23,295.1983333,22.04833333
15,23,295.18,22.03
15,23,295.1616667,22.01166667
15,23,295.1433333,21.99333333
15,23,295.125,21.975
15,23,295.1066667,21.95666667
15,23,295.0883333,21.93833333
15,23,295.07,21.92
15,23,295.0516667,21.90166667
15,23,295.0333333,21.88333333
15,23,295.015,21.865
15,23,294.9966667,21.84666667
15,23,294.9783333,21.82833333
15,23,294.96,21.81
15,23,294.9416667,21.79166667
15,23,294.9233333,21.77333333
15,23,294.905,21.755
15,23,294.8866667,21.73666667
15,23,294.8683333,21.71833333
15,23,294.85,21.7
15,23,294.8216667,21.67166667
15,23,294.7933333,21.64333333
15,23,294.765,21.615
15,23,294.7366667,21.58666667
15,23,294.7083333,21.55833333
15,23,294.68,21.53
15,23,294.6516667,21.50166667
15,23,294.6233333,21.47333333
15,23,294.595,21.445
15,23,294.5666667,21.41666667
15,23,294.5383333,21.38833333
15,23,294.51,21.36
15,23,294.4816667,21.33166667
15,23,294.4533333,21.30333333
15,23,294.425,21.275
15,23,294.3966667,21.24666667
15,23,294.3683333,21.21833333
15,23,294.34,21.19
15,23,294.3116667,21.16166667
15,23,294.2833333,21.13333333
15,23,294.255,21.105
15,23,294.2266667,21.07666667
15,23,294.1983333,21.04833333
15,23,294.17,21.02
15,23,294.1416667,20.99166667
15,23,294.1133333,20.96333333
15,23,294.085,20.935
15,23,294.0566667,20.90666667
15,23,294.0283333,20.87833333
15,23,294,20.85
15,23,293.9716667,20.82166667
15,23,293.9433333,20.79333333
15,23,293.915,20.765
15,23,293.8866667,20.73666667
15,23,293.8583333,20.70833333
15,23,293.83,20.68
15,23,293.8016667,20.65166667
15,23,293.7733333,20.62333333
15,23,293.745,20.595
15,23,293.7166667,20.56666667
15,23,293.6883333,20.53833333
15,23,293.66,20.51
15,23,293.6316667,20.48166667
15,23,293.6033333,20.45333333
15,23,293.575,20.425
15,23,293.5466667,20.39666667
15,23,293.5183333,20.36833333
15,23,293.49,20.34
15,23,293.4616667,20.31166667
15,23,293.4333333,20.28333333
15,23,293.405,20.255
15,23,293.3766667,20.22666667
15,23,293.3483333,20.19833333
15,23,293.32,20.17
15,23,293.2916667,20.14166667
15,23,293.2633333,20.11333333
15,23,293.235,20.085
15,23,293.2066667,20.05666667
15,23,293.1783333,20.02833333
15,23,293.15,20
